"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-130a",0.036962388677102,10.6199771145207,0.45152694573852,0.652015029232043,0.719710578715152,-7.35090592986806
"hsa-miR-200b",0.022741165592806,6.20700513319008,0.427652394629698,0.669285299425906,0.734758861326267,-7.36140124389841
"hsa-miR-326",0.0108715000359751,5.97480684754545,0.416855113225373,0.677154674079262,0.73899127393641,-7.36596085523252
"hsa-miR-376a*",-0.00518847363731645,5.82764599389256,-0.412338244233832,0.680457311644417,0.73899127393641,-7.36783375611522
"hsa-miR-16",0.0316308219449954,11.3390010187603,0.394077629496543,0.693871471908925,0.749529611366861,-7.3751977360962
"hsa-miR-105",0.0037998100246579,5.77339290469008,0.379156002063025,0.704905176915103,0.757398115621547,-7.38096790787881
"hsa-miR-143",0.034094027167404,9.72427319366529,0.336662244821686,0.736663894933868,0.787333898289108,-7.39618135189095
"hsa-miR-144",0.0304677417645527,7.05088095276033,0.303449793535023,0.761808361086188,0.809922573365316,-7.40681551128616
"hsa-miR-154*",-0.0204664161183974,6.27488940776033,-0.291018271784659,0.771287126227807,0.815706803654539,-7.41051230229463
"hsa-miR-204",-0.0478998541643261,8.57869998017769,-0.276018583545219,0.782769844695782,0.823539107440354,-7.41476710993438
"hsa-miR-29a",-0.0195968782397991,12.6707123002066,-0.258104170635235,0.79654633181842,0.833690979416171,-7.41955392192312
"hsa-miR-376a",-0.0295389328149085,8.01501376441736,-0.202903595078689,0.839381229624497,0.873994888578084,-7.43228561436231
"hsa-miR-130b",-0.0164882697628332,8.34267186359917,-0.1814503743433,0.856166280450351,0.886900454620363,-7.43641122799295
"hsa-miR-185",0.00945014855983217,8.77272231988016,0.154409403871387,0.877415902109583,0.904275572582325,-7.44095546089375
"hsa-miR-197",-0.0124601996374665,7.81574450083471,-0.145462406631379,0.884467129802748,0.905915467351423,-7.44229792866499
"hsa-miR-220",-0.00115952200494096,5.77800561321488,-0.140994407775146,0.887991895740358,0.905915467351423,-7.44293835135302
"hsa-miR-362",-0.00660118826669187,6.73363740923554,-0.133062259700055,0.894254949298871,0.905915467351423,-7.44402610061835
"hsa-miR-135b",-0.00865589922053278,6.15710374506612,-0.129656648197053,0.896946007278637,0.905915467351423,-7.44447380033093
"hsa-miR-211",0.0018531006529825,5.94345268546281,0.0471741323540742,0.962413431352369,0.96720155787651,-7.4517723086751
"hsa-miR-200a",-0.00144754125702828,6.1111588902438,-0.0289737268141435,0.976909473777766,0.976909473777766,-7.45246584229128
